auto_schedule_id,id,provider_code,site_code,plan_date,plan_hour,capacity,import_reserved_capacity,allocated_capacity,cache_freed_capacity,retry_reserved_capacity,total_capacity,available_for_utilization,sending,total_reserved,cache_free_pct,import_resv_pct,retry_resv_pct,net_utilization_pct,hour_utilization_pct,plan_datetime,label
3420,12,Dummy,Vanilla,20251126,0,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 00:00:00,Dummy | Vanilla
3420,21,Dummy,Vanilla,20251126,9,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 09:00:00,Dummy | Vanilla
3420,73,Dummy,Retry,20251126,10,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 10:00:00,Dummy | Retry
3420,22,Dummy,Vanilla,20251126,10,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 10:00:00,Dummy | Vanilla
3420,23,Dummy,Vanilla,20251126,11,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 11:00:00,Dummy | Vanilla
3420,74,Dummy,Retry,20251126,11,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 11:00:00,Dummy | Retry
3420,75,Dummy,Retry,20251126,12,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 12:00:00,Dummy | Retry
3420,24,Dummy,Vanilla,20251126,12,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 12:00:00,Dummy | Vanilla
3420,25,Dummy,Vanilla,20251126,13,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 13:00:00,Dummy | Vanilla
3420,76,Dummy,Retry,20251126,13,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 13:00:00,Dummy | Retry
3420,77,Dummy,Retry,20251126,14,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 14:00:00,Dummy | Retry
3420,26,Dummy,Vanilla,20251126,14,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 14:00:00,Dummy | Vanilla
3420,78,Dummy,Retry,20251126,15,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 15:00:00,Dummy | Retry
3420,27,Dummy,Vanilla,20251126,15,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 15:00:00,Dummy | Vanilla
3420,28,Dummy,Vanilla,20251126,16,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 16:00:00,Dummy | Vanilla
3420,79,Dummy,Retry,20251126,16,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 16:00:00,Dummy | Retry
3420,80,Dummy,Retry,20251126,17,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 17:00:00,Dummy | Retry
3420,29,Dummy,Vanilla,20251126,17,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 17:00:00,Dummy | Vanilla
3420,30,Dummy,Vanilla,20251126,18,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 18:00:00,Dummy | Vanilla
3420,81,Dummy,Retry,20251126,18,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 18:00:00,Dummy | Retry
3420,82,Dummy,Retry,20251126,19,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 19:00:00,Dummy | Retry
3420,31,Dummy,Vanilla,20251126,19,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 19:00:00,Dummy | Vanilla
3420,83,Dummy,Retry,20251126,20,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 20:00:00,Dummy | Retry
3420,32,Dummy,Vanilla,20251126,20,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 20:00:00,Dummy | Vanilla
3420,84,Dummy,Retry,20251126,21,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 21:00:00,Dummy | Retry
3420,33,Dummy,Vanilla,20251126,21,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 21:00:00,Dummy | Vanilla
3420,85,Dummy,Retry,20251126,22,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 22:00:00,Dummy | Retry
3420,34,Dummy,Vanilla,20251126,22,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 22:00:00,Dummy | Vanilla
3420,2,QL2,Y4,20251126,22,712,0,120,0,0,712,712,120,120,0.0,0.0,0.0,16.85393258426966,16.85393258426966,2025-11-26 22:00:00,QL2 | Y4
3420,62,SS,JD,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | JD
3420,60,SS,HO,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | HO
3420,61,SS,IB,20251126,23,17599,0,240,139,0,17738,17738,240,240,0.789817603272913,0.0,0.0,1.353027398804825,1.353027398804825,2025-11-26 23:00:00,SS | IB
3420,6,SS,9C,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | 9C
3420,86,Dummy,Retry,20251126,23,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 23:00:00,Dummy | Retry
3420,113,SS,LA,20251126,23,3616,0,1680,16,0,3632,3632,1680,1680,0.442477876106194,0.0,0.0,46.25550660792951,46.25550660792951,2025-11-26 23:00:00,SS | LA
3420,10,SS,CA,20251126,23,6528,0,960,0,0,6528,6528,960,960,0.0,0.0,0.0,14.705882352941176,14.705882352941176,2025-11-26 23:00:00,SS | CA
3420,114,SS,MF,20251126,23,6528,0,840,0,0,6528,6528,840,840,0.0,0.0,0.0,12.867647058823529,12.867647058823529,2025-11-26 23:00:00,SS | MF
3420,0,SS,MU,20251126,23,6528,0,2400,0,0,6528,6528,2400,2400,0.0,0.0,0.0,36.76470588235294,36.76470588235294,2025-11-26 23:00:00,SS | MU
3420,35,Dummy,Vanilla,20251126,23,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 23:00:00,Dummy | Vanilla
3420,4,TP,1G,20251126,23,152508,0,6000,612,28104,153120,125016,6000,34104,0.401290424108899,0.0,18.427885750255722,4.799385678633134,22.272727272727273,2025-11-26 23:00:00,TP | 1G
3420,111,SS,KL,20251126,23,19887,0,120,27,0,19914,19914,120,120,0.135767084024739,0.0,0.0,0.602591141910213,0.602591141910213,2025-11-26 23:00:00,SS | KL
3420,8,SS,AV,20251126,23,3614,0,2280,14,0,3628,3628,2280,2280,0.38738240177089,0.0,0.0,62.84454244762955,62.84454244762955,2025-11-26 23:00:00,SS | AV
3420,112,SS,KN,20251126,23,6528,0,120,0,0,6528,6528,120,120,0.0,0.0,0.0,1.838235294117647,1.838235294117647,2025-11-26 23:00:00,SS | KN
3420,3,SS,SC,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | SC
3420,1,SS,P5,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | P5
3420,7,SS,AM,20251126,23,6528,0,120,0,0,6528,6528,120,120,0.0,0.0,0.0,1.838235294117647,1.838235294117647,2025-11-26 23:00:00,SS | AM
3420,5,SS,UX,20251126,23,3600,0,240,0,0,3600,3600,240,240,0.0,0.0,0.0,6.666666666666666,6.666666666666666,2025-11-26 23:00:00,SS | UX
3420,11,SS,CZ,20251126,23,6528,0,2520,0,0,6528,6528,2520,2520,0.0,0.0,0.0,38.60294117647059,38.60294117647059,2025-11-26 23:00:00,SS | CZ
3420,9,SS,BK,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | BK
3420,36,Dummy,Vanilla,20251127,0,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 00:00:00,Dummy | Vanilla
3420,87,Dummy,Retry,20251127,0,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 00:00:00,Dummy | Retry
3420,88,Dummy,Retry,20251127,1,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 01:00:00,Dummy | Retry
3420,37,Dummy,Vanilla,20251127,1,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 01:00:00,Dummy | Vanilla
3420,89,Dummy,Retry,20251127,2,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 02:00:00,Dummy | Retry
3420,38,Dummy,Vanilla,20251127,2,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 02:00:00,Dummy | Vanilla
3420,39,Dummy,Vanilla,20251127,3,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 03:00:00,Dummy | Vanilla
3420,90,Dummy,Retry,20251127,3,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 03:00:00,Dummy | Retry
3420,91,Dummy,Retry,20251127,4,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 04:00:00,Dummy | Retry
3420,40,Dummy,Vanilla,20251127,4,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 04:00:00,Dummy | Vanilla
3420,41,Dummy,Vanilla,20251127,5,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 05:00:00,Dummy | Vanilla
3420,92,Dummy,Retry,20251127,5,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 05:00:00,Dummy | Retry
3420,42,Dummy,Vanilla,20251127,6,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 06:00:00,Dummy | Vanilla
3420,93,Dummy,Retry,20251127,6,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 06:00:00,Dummy | Retry
3420,94,Dummy,Retry,20251127,7,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 07:00:00,Dummy | Retry
3420,43,Dummy,Vanilla,20251127,7,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 07:00:00,Dummy | Vanilla
3420,44,Dummy,Vanilla,20251127,8,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 08:00:00,Dummy | Vanilla
3420,95,Dummy,Retry,20251127,8,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 08:00:00,Dummy | Retry
3420,45,Dummy,Vanilla,20251127,9,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 09:00:00,Dummy | Vanilla
3420,96,Dummy,Retry,20251127,9,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 09:00:00,Dummy | Retry
3420,97,Dummy,Retry,20251127,10,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 10:00:00,Dummy | Retry
3420,46,Dummy,Vanilla,20251127,10,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 10:00:00,Dummy | Vanilla
3420,98,Dummy,Retry,20251127,11,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 11:00:00,Dummy | Retry
3420,47,Dummy,Vanilla,20251127,11,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 11:00:00,Dummy | Vanilla
3420,48,Dummy,Vanilla,20251127,12,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 12:00:00,Dummy | Vanilla
3420,99,Dummy,Retry,20251127,12,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 12:00:00,Dummy | Retry
3420,100,Dummy,Retry,20251127,13,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 13:00:00,Dummy | Retry
3420,49,Dummy,Vanilla,20251127,13,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 13:00:00,Dummy | Vanilla
3420,50,Dummy,Vanilla,20251127,14,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 14:00:00,Dummy | Vanilla
3420,101,Dummy,Retry,20251127,14,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 14:00:00,Dummy | Retry
3420,102,Dummy,Retry,20251127,15,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 15:00:00,Dummy | Retry
3420,51,Dummy,Vanilla,20251127,15,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 15:00:00,Dummy | Vanilla
3420,103,Dummy,Retry,20251127,16,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 16:00:00,Dummy | Retry
3420,52,Dummy,Vanilla,20251127,16,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 16:00:00,Dummy | Vanilla
3420,53,Dummy,Vanilla,20251127,17,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 17:00:00,Dummy | Vanilla
3420,104,Dummy,Retry,20251127,17,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 17:00:00,Dummy | Retry
3420,54,Dummy,Vanilla,20251127,18,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 18:00:00,Dummy | Vanilla
3420,105,Dummy,Retry,20251127,18,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 18:00:00,Dummy | Retry
3420,55,Dummy,Vanilla,20251127,19,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 19:00:00,Dummy | Vanilla
3420,106,Dummy,Retry,20251127,19,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 19:00:00,Dummy | Retry
3420,56,Dummy,Vanilla,20251127,20,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 20:00:00,Dummy | Vanilla
3420,107,Dummy,Retry,20251127,20,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 20:00:00,Dummy | Retry
3420,57,Dummy,Vanilla,20251127,21,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 21:00:00,Dummy | Vanilla
3420,108,Dummy,Retry,20251127,21,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 21:00:00,Dummy | Retry
3420,58,Dummy,Vanilla,20251127,22,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 22:00:00,Dummy | Vanilla
3420,109,Dummy,Retry,20251127,22,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 22:00:00,Dummy | Retry
3420,110,Dummy,Retry,20251127,23,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 23:00:00,Dummy | Retry
3420,59,Dummy,Vanilla,20251127,23,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-27 23:00:00,Dummy | Vanilla
3419,12,Dummy,Vanilla,20251126,0,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 00:00:00,Dummy | Vanilla
3419,13,Dummy,Vanilla,20251126,1,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 01:00:00,Dummy | Vanilla
3419,14,Dummy,Vanilla,20251126,2,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 02:00:00,Dummy | Vanilla
3419,15,Dummy,Vanilla,20251126,3,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 03:00:00,Dummy | Vanilla
3419,16,Dummy,Vanilla,20251126,4,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 04:00:00,Dummy | Vanilla
3419,17,Dummy,Vanilla,20251126,5,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 05:00:00,Dummy | Vanilla
3419,18,Dummy,Vanilla,20251126,6,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 06:00:00,Dummy | Vanilla
3419,19,Dummy,Vanilla,20251126,7,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 07:00:00,Dummy | Vanilla
3419,20,Dummy,Vanilla,20251126,8,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 08:00:00,Dummy | Vanilla
3419,21,Dummy,Vanilla,20251126,9,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 09:00:00,Dummy | Vanilla
3419,22,Dummy,Vanilla,20251126,10,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 10:00:00,Dummy | Vanilla
3419,23,Dummy,Vanilla,20251126,11,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 11:00:00,Dummy | Vanilla
3419,24,Dummy,Vanilla,20251126,12,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 12:00:00,Dummy | Vanilla
3419,25,Dummy,Vanilla,20251126,13,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 13:00:00,Dummy | Vanilla
3419,26,Dummy,Vanilla,20251126,14,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 14:00:00,Dummy | Vanilla
3419,27,Dummy,Vanilla,20251126,15,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 15:00:00,Dummy | Vanilla
3419,28,Dummy,Vanilla,20251126,16,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 16:00:00,Dummy | Vanilla
3419,29,Dummy,Vanilla,20251126,17,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 17:00:00,Dummy | Vanilla
3419,30,Dummy,Vanilla,20251126,18,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 18:00:00,Dummy | Vanilla
3419,31,Dummy,Vanilla,20251126,19,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 19:00:00,Dummy | Vanilla
3419,32,Dummy,Vanilla,20251126,20,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 20:00:00,Dummy | Vanilla
3419,33,Dummy,Vanilla,20251126,21,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 21:00:00,Dummy | Vanilla
3419,2,QL2,Y4,20251126,22,712,0,120,0,0,712,712,120,120,0.0,0.0,0.0,16.85393258426966,16.85393258426966,2025-11-26 22:00:00,QL2 | Y4
3419,34,Dummy,Vanilla,20251126,22,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 22:00:00,Dummy | Vanilla
3419,6,SS,9C,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | 9C
3419,62,SS,JD,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | JD
3419,10,SS,CA,20251126,23,6528,0,960,0,0,6528,6528,960,960,0.0,0.0,0.0,14.705882352941176,14.705882352941176,2025-11-26 23:00:00,SS | CA
3419,60,SS,HO,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | HO
3419,64,SS,KN,20251126,23,6528,0,120,0,0,6528,6528,120,120,0.0,0.0,0.0,1.838235294117647,1.838235294117647,2025-11-26 23:00:00,SS | KN
3419,1,SS,P5,20251126,23,6528,0,720,0,0,6528,6528,720,720,0.0,0.0,0.0,11.029411764705882,11.029411764705882,2025-11-26 23:00:00,SS | P5
3419,65,SS,LA,20251126,23,3616,0,1680,16,0,3632,3632,1680,1680,0.442477876106194,0.0,0.0,46.25550660792951,46.25550660792951,2025-11-26 23:00:00,SS | LA
3419,35,Dummy,Vanilla,20251126,23,10000000,0,120,0,0,10000000,10000000,120,120,0.0,0.0,0.0,0.0012,0.0012,2025-11-26 23:00:00,Dummy | Vanilla
3419,5,SS,UX,20251126,23,3600,0,240,0,0,3600,3600,240,240,0.0,0.0,0.0,6.666666666666666,6.666666666666666,2025-11-26 23:00:00,SS | UX
3419,3,SS,SC,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | SC
3419,63,SS,KL,20251126,23,19887,0,120,27,0,19914,19914,120,120,0.135767084024739,0.0,0.0,0.602591141910213,0.602591141910213,2025-11-26 23:00:00,SS | KL
3419,9,SS,BK,20251126,23,6528,0,240,0,0,6528,6528,240,240,0.0,0.0,0.0,3.676470588235294,3.676470588235294,2025-11-26 23:00:00,SS | BK
